transaction_id,customer_id,product_id,campaign_id,transaction_date,quantity,price,total_amount
265,14851,5,3,2025-01-26,4,346.11,1384.44
266,12171,192,8,2025-04-10,1,240.91,240.91
267,11968,197,4,2025-03-06,3,432.17,1296.51
268,5010,149,8,2025-04-21,4,156.12,624.48
269,17967,89,1,2025-02-19,1,184.64,184.64
270,14313,74,2,2025-01-15,1,295.45,295.45
271,8925,122,2,2024-05-20,4,233.88,935.52
272,15922,160,6,2024-12-18,2,80.35,160.7
273,18812,146,5,2024-09-01,3,18.71,56.13
274,5722,58,10,2024-09-28,3,458.47,1375.41
275,8424,98,10,2025-03-22,2,81.16,162.32
276,4931,79,7,2024-06-03,4,273.74,1094.96
277,4354,152,2,2025-04-08,4,232.43,929.72
278,7833,5,9,2025-01-31,2,346.11,692.22
279,16787,127,2,2025-03-11,4,470.22,1880.88
280,16449,181,1,2024-12-24,3,284.38,853.14
281,18622,96,2,2025-01-02,1,477.09,477.09
282,7771,183,3,2024-09-14,3,486.3,1458.9
283,16557,133,6,2024-11-02,3,82.5,247.5
284,15095,197,7,2024-07-08,3,432.17,1296.51
285,7936,122,6,2024-08-03,4,233.88,935.52
286,2676,169,1,2024-09-13,2,243.07,486.14
287,11241,98,9,2024-08-13,4,81.16,324.64
288,4006,135,8,2025-04-07,2,345.03,690.06
289,6545,90,2,2025-04-07,1,304.53,304.53
290,17333,129,1,2025-01-23,1,107.22,107.22
291,14389,52,7,2024-11-26,3,283.56,850.6800000000001
292,14960,98,3,2025-04-20,2,81.16,162.32
293,1695,26,3,2024-12-28,3,191.69,575.0699999999999
294,14754,121,10,2025-03-25,4,440.8,1763.2
295,16527,191,9,2024-11-22,2,347.01,694.02
296,6002,12,2,2025-04-12,3,392.66,1177.98
297,6653,70,5,2024-10-19,4,35.81,143.24
298,14986,84,4,2025-03-20,1,102.57,102.57
299,4582,19,1,2024-08-18,3,92.04,276.12
300,5088,132,6,2024-09-19,2,19.03,38.06
301,1461,96,6,2024-07-27,2,477.09,954.18
302,3888,5,1,2024-05-18,4,346.11,1384.44
303,14879,121,7,2025-01-16,3,440.8,1322.4
304,8485,128,6,2024-11-20,1,101.48,101.48
305,9836,54,4,2025-01-24,3,417.26,1251.78
306,15644,198,7,2025-01-08,3,90.38,271.14
307,10911,185,3,2025-04-15,2,203.13,406.26
308,17222,180,10,2025-04-14,4,10.69,42.76
309,5847,18,6,2024-10-07,2,429.49,858.98
310,8464,64,6,2025-01-12,1,193.68,193.68
311,13337,138,10,2025-03-14,3,283.1,849.3000000000001
312,2370,23,6,2025-04-20,1,194.18,194.18
313,13993,120,3,2024-08-25,4,460.99,1843.96
314,19559,115,10,2024-08-21,4,93.16,372.64
315,883,82,5,2024-06-12,3,403.44,1210.32
316,3172,196,1,2025-05-10,4,449.05,1796.2
317,2041,180,6,2025-04-11,1,10.69,10.69
318,6373,96,7,2025-03-08,3,477.09,1431.27
319,7563,175,5,2025-02-22,4,324.97,1299.88
320,11777,198,5,2025-05-11,1,90.38,90.38
321,5901,26,6,2024-10-22,3,191.69,575.0699999999999
322,7966,198,7,2024-07-19,4,90.38,361.52
323,8466,99,4,2025-02-13,2,24.59,49.18
324,590,171,7,2025-01-20,3,283.16,849.48
325,5064,197,5,2024-07-26,3,432.17,1296.51
326,18375,191,7,2024-12-10,2,347.01,694.02
327,16241,66,1,2024-08-12,4,418.79,1675.16
328,1259,104,10,2025-04-21,3,164.2,492.59999999999997
329,13599,191,2,2024-08-27,1,347.01,347.01
330,2867,141,2,2024-11-16,4,75.44,301.76
331,16956,179,7,2025-01-07,3,128.42,385.26
332,8737,5,9,2024-12-07,1,346.11,346.11
333,12705,175,7,2025-04-22,2,324.97,649.94
334,638,164,6,2024-08-16,1,378.39,378.39
335,4883,164,3,2024-12-25,4,378.39,1513.56
336,15829,178,5,2024-08-25,2,230.25,460.5
337,3673,184,10,2024-07-29,1,187.12,187.12
338,12330,19,2,2024-06-10,4,92.04,368.16
339,14968,20,9,2025-05-15,2,140.11,280.22
340,4712,150,6,2024-06-21,4,424.1,1696.4
341,13236,31,9,2024-10-06,3,37.43,112.28999999999999
342,160,105,9,2024-08-12,4,246.13,984.52
343,10145,190,7,2025-04-28,1,308.36,308.36
344,14794,44,5,2025-04-28,4,238.83,955.32
345,9924,196,4,2024-10-14,4,449.05,1796.2
346,5939,195,1,2024-10-07,2,149.61,299.22
347,11355,101,9,2024-10-13,4,268.11,1072.44
348,9925,89,6,2024-05-18,4,184.64,738.56
349,581,49,2,2024-06-15,3,129.25,387.75
350,4475,59,7,2024-11-17,3,208.09,624.27
351,9942,132,6,2024-12-10,2,19.03,38.06
352,7074,117,4,2024-12-22,2,126.19,252.38
353,9663,167,6,2025-01-05,1,347.26,347.26
354,5060,135,6,2025-01-10,2,345.03,690.06
355,13458,199,5,2024-11-28,4,22.72,90.88
356,4329,177,1,2025-02-25,3,344.08,1032.24
357,17779,89,3,2024-11-26,2,184.64,369.28
358,922,15,7,2024-09-28,1,344.56,344.56
359,2774,7,2,2024-11-18,4,433.75,1735.0
360,4463,175,10,2024-08-06,1,324.97,324.97
361,19819,116,10,2025-05-12,1,14.68,14.68
362,6734,196,1,2024-10-15,1,449.05,449.05
363,11775,98,8,2025-05-11,1,81.16,81.16
364,9311,118,7,2024-07-28,4,125.16,500.64
365,1866,173,6,2025-04-20,4,310.3,1241.2
366,17109,108,10,2025-05-08,1,85.34,85.34
367,712,106,5,2024-12-18,4,484.64,1938.56
368,7711,147,6,2025-02-10,2,26.44,52.88
369,13447,47,1,2024-06-28,4,142.22,568.88
370,13395,53,9,2024-07-23,4,432.07,1728.28
371,391,155,1,2024-10-11,1,29.82,29.82
372,9263,133,4,2024-09-29,4,82.5,330.0
373,4488,60,3,2025-02-28,2,202.9,405.8
374,10621,77,4,2024-09-12,4,59.77,239.08
375,13571,62,1,2024-11-16,2,235.73,471.46
376,6067,59,10,2025-03-07,4,208.09,832.36
377,4495,189,4,2024-11-12,3,132.34,397.02
378,3573,56,4,2025-03-24,4,278.39,1113.56
379,12671,78,3,2025-01-22,2,180.04,360.08
380,15940,47,8,2024-10-16,2,142.22,284.44
381,16261,176,7,2024-12-22,2,264.67,529.34
382,10250,138,9,2024-09-04,1,283.1,283.1
383,2312,160,2,2024-07-21,2,80.35,160.7
384,11072,193,10,2024-07-28,4,439.41,1757.64
385,6774,24,3,2025-02-04,3,464.59,1393.77
386,6906,29,6,2025-03-25,2,331.64,663.28
387,3643,135,2,2024-06-11,1,345.03,345.03
388,6339,95,2,2024-10-06,4,233.38,933.52
389,16347,145,10,2024-12-08,2,218.09,436.18
390,18994,94,2,2024-10-27,1,121.12,121.12
391,9623,25,2,2024-06-05,1,56.28,56.28
392,15656,36,5,2024-12-07,1,173.0,173.0
393,10106,189,1,2025-03-14,2,132.34,264.68
394,6241,71,7,2025-01-17,2,445.68,891.36
395,14798,163,1,2024-11-26,2,425.48,850.96
396,7807,120,1,2025-02-03,3,460.99,1382.97
397,758,50,5,2025-02-15,3,73.3,219.89999999999998
398,6221,184,7,2025-01-01,4,187.12,748.48
399,10105,128,3,2024-11-28,4,101.48,405.92
400,14317,193,7,2024-08-06,1,439.41,439.41
401,9327,41,9,2025-01-29,3,367.97,1103.91
402,8957,25,4,2025-04-02,2,56.28,112.56
403,19110,162,5,2024-06-07,4,334.11,1336.44
404,19753,136,8,2024-06-27,2,121.93,243.86
405,3498,56,9,2025-02-21,2,278.39,556.78
406,9865,84,5,2025-04-29,3,102.57,307.71
407,8775,158,5,2024-06-05,4,98.93,395.72
408,14040,68,2,2024-09-07,1,239.82,239.82
409,1822,21,9,2024-06-02,4,228.26,913.04
410,17570,91,6,2024-09-12,4,282.5,1130.0
411,12718,10,5,2024-08-14,4,312.19,1248.76
412,18022,87,5,2025-05-03,3,262.24,786.72
413,10373,33,4,2024-05-31,4,465.69,1862.76
414,8381,105,1,2024-11-09,1,246.13,246.13
415,1747,83,6,2024-08-24,4,205.82,823.28
416,5798,4,1,2024-08-11,2,55.05,110.1
417,16284,23,10,2025-01-01,1,194.18,194.18
418,8090,197,2,2025-04-06,4,432.17,1728.68
419,19005,53,7,2024-12-20,3,432.07,1296.21
420,12138,113,1,2025-01-25,3,20.48,61.44
421,7598,133,8,2025-01-16,3,82.5,247.5
422,6108,18,8,2024-05-26,2,429.49,858.98
423,2794,17,7,2024-09-15,2,224.42,448.84
424,11139,186,7,2024-07-10,3,108.88,326.64
425,2501,195,1,2024-10-28,2,149.61,299.22
426,13139,107,3,2025-05-17,4,339.35,1357.4
427,8362,113,9,2024-12-19,4,20.48,81.92
428,4926,122,5,2025-05-12,3,233.88,701.64
429,17465,200,5,2025-03-28,1,54.09,54.09
430,4454,184,7,2024-05-22,4,187.12,748.48
431,18633,168,10,2024-07-07,1,261.24,261.24
432,14780,87,8,2025-03-13,2,262.24,524.48
433,12101,2,6,2024-10-14,2,240.91,481.82
434,15163,121,5,2024-06-14,4,440.8,1763.2
435,1326,103,1,2025-03-17,4,392.55,1570.2
436,11370,149,10,2025-01-01,2,156.12,312.24
437,10341,180,10,2024-07-16,2,10.69,21.38
438,13409,152,10,2025-04-22,1,232.43,232.43
439,18073,53,9,2024-12-24,4,432.07,1728.28
440,19370,166,6,2024-12-03,3,310.3,930.9000000000001
441,18461,148,3,2024-07-26,3,246.65,739.95
442,1462,50,10,2024-07-15,2,73.3,146.6
443,9595,167,7,2024-10-19,3,347.26,1041.78
444,73,60,4,2024-11-21,2,202.9,405.8
445,6031,114,3,2024-08-27,3,472.65,1417.9499999999998
446,19181,108,7,2025-01-04,2,85.34,170.68
447,7718,39,6,2025-02-14,2,473.41,946.82
448,13332,71,4,2024-07-06,3,445.68,1337.04
449,13937,128,10,2024-07-04,4,101.48,405.92
450,18878,33,8,2024-07-02,2,465.69,931.38
451,3577,157,2,2025-02-16,3,499.17,1497.51
452,8101,74,6,2024-11-29,4,295.45,1181.8
453,13613,10,3,2025-01-14,1,312.19,312.19
454,5729,195,8,2024-08-19,2,149.61,299.22
455,33,131,8,2025-04-08,2,250.89,501.78
456,10887,109,1,2025-04-28,1,75.28,75.28
457,14079,159,2,2024-11-15,2,68.99,137.98
458,4374,27,4,2024-07-19,1,357.39,357.39
459,14469,198,1,2024-06-09,3,90.38,271.14
460,13038,27,3,2025-03-30,1,357.39,357.39
461,19983,111,4,2024-07-13,4,385.69,1542.76
462,14462,9,10,2024-06-22,3,13.97,41.910000000000004
463,2393,6,3,2025-03-24,1,220.2,220.2
464,11064,134,5,2024-08-18,4,195.3,781.2
465,19062,26,10,2024-12-23,1,191.69,191.69
466,17786,43,7,2024-05-29,4,279.34,1117.36
467,818,19,8,2024-06-25,1,92.04,92.04
468,6204,16,8,2024-11-02,2,126.28,252.56
469,2439,105,2,2024-11-29,4,246.13,984.52
470,17595,23,1,2024-12-30,2,194.18,388.36
471,6642,157,6,2024-08-02,2,499.17,998.34
472,16984,166,1,2025-02-17,4,310.3,1241.2
473,14027,59,6,2024-12-07,2,208.09,416.18
474,18231,48,7,2025-04-28,3,211.56,634.6800000000001
475,18272,148,9,2025-03-31,1,246.65,246.65
476,17064,21,10,2025-04-27,4,228.26,913.04
477,19637,156,10,2025-04-30,3,447.47,1342.41
478,1836,178,1,2024-07-11,4,230.25,921.0
479,12223,33,7,2024-07-16,1,465.69,465.69
480,2178,114,4,2025-02-15,4,472.65,1890.6
481,8143,40,9,2024-10-02,1,376.31,376.31
482,149,182,4,2025-01-15,3,299.42,898.26
483,17880,10,2,2025-04-02,4,312.19,1248.76
484,13106,162,1,2024-12-10,1,334.11,334.11
485,1745,73,7,2024-09-12,2,342.48,684.96
486,1647,36,7,2024-07-12,2,173.0,346.0
487,19380,75,3,2024-10-09,3,280.94,842.8199999999999
488,9865,135,5,2024-09-21,3,345.03,1035.09
489,13667,115,10,2025-02-15,3,93.16,279.48
490,3668,16,7,2025-01-25,2,126.28,252.56
491,16961,179,8,2024-09-13,1,128.42,128.42
492,11288,189,9,2024-07-01,3,132.34,397.02
493,16303,159,10,2024-10-09,1,68.99,68.99
494,13011,160,10,2025-02-13,1,80.35,80.35
495,4780,45,1,2025-02-03,3,464.64,1393.92
496,8188,27,9,2024-10-30,3,357.39,1072.17
497,13030,22,6,2024-06-09,2,359.0,718.0
498,2973,143,6,2025-03-19,3,375.89,1127.67
499,18430,8,7,2024-08-24,2,350.39,700.78
500,11141,196,9,2025-05-14,2,449.05,898.1
501,18012,116,7,2024-07-11,1,14.68,14.68
502,14848,136,7,2024-11-26,2,121.93,243.86
503,14424,87,3,2024-09-12,1,262.24,262.24
504,1489,117,10,2024-06-13,2,126.19,252.38
505,9128,16,9,2024-11-11,3,126.28,378.84000000000003
506,19948,176,4,2024-05-24,4,264.67,1058.68
507,9907,162,6,2024-10-10,1,334.11,334.11
508,1803,113,7,2025-01-22,3,20.48,61.44
509,15628,57,9,2024-11-27,1,50.78,50.78
510,19976,133,10,2024-08-19,2,82.5,165.0
511,3521,44,3,2024-12-07,1,238.83,238.83
512,5897,71,2,2025-04-27,4,445.68,1782.72
513,15245,37,2,2024-06-18,3,300.4,901.1999999999999
514,3312,124,2,2024-11-15,1,281.95,281.95
515,18690,28,9,2024-11-06,4,120.73,482.92
516,18352,68,8,2024-08-11,3,239.82,719.46
517,8010,113,9,2024-09-18,4,20.48,81.92
518,11907,166,9,2025-05-15,1,310.3,310.3
519,12228,46,1,2024-12-06,4,136.1,544.4
520,5463,100,10,2024-07-18,2,467.43,934.86
521,13061,26,10,2024-12-28,1,191.69,191.69
522,3459,75,9,2025-01-31,3,280.94,842.8199999999999
523,3731,181,1,2024-12-10,2,284.38,568.76
524,7548,191,5,2025-05-12,1,347.01,347.01
525,28,112,4,2025-02-25,2,154.73,309.46
526,15509,63,8,2024-07-03,4,133.36,533.44
527,19876,112,5,2025-04-15,3,154.73,464.18999999999994
